Location_ID,Season,Data_Type,Parameter,Value,Unit,Acceptable_Limit,Permissible_Limit,Compliance_Status,Reference
SYN-IA-2,Postmonsoon,Synthetic,DO,5.96,mg/L,"(6, 14)","(4, 14)",Permissible - Needs Caution,CPCB Class A Criteria
SYN-IA-2,Postmonsoon,Synthetic,HCO3,50.54,mg/L,300,600,Compliant - Safe,Derived from Alkalinity (IS 10500)
SYN-IA-3,Postmonsoon,Synthetic,pH,5.7,,"(6.5, 8.5)","(6.5, 8.5)",Non-Compliant - Unsafe,Table 1
SYN-IA-3,Postmonsoon,Synthetic,TDS,219.61,mg/L,500,2000,Compliant - Safe,Table 1
SYN-IA-3,Postmonsoon,Synthetic,TH,194.2,mg/L,200,600,Compliant - Safe,Table 2
SYN-IA-3,Postmonsoon,Synthetic,Alkalinity,67.02,mg/L,200,600,Compliant - Safe,Table 2
SYN-IA-3,Postmonsoon,Synthetic,Ca,36.08,mg/L,75,200,Compliant - Safe,Table 2
SYN-IA-3,Postmonsoon,Synthetic,Mg,13.84,mg/L,30,100,Compliant - Safe,Table 2
SYN-IA-3,Postmonsoon,Synthetic,Iron,0.255,mg/L,0.3,0.3,Compliant - Safe,Table 2
SYN-IA-3,Postmonsoon,Synthetic,Cl,43.58,mg/L,250,1000,Compliant - Safe,Table 2
SYN-IA-3,Postmonsoon,Synthetic,SO4,1.0,mg/L,200,400,Compliant - Safe,Table 2
SYN-IA-3,Postmonsoon,Synthetic,NO3,0.5,mg/L,45,45,Compliant - Safe,Table 2
SYN-IA-3,Postmonsoon,Synthetic,F,0.087,mg/L,1.0,1.5,Compliant - Safe,Table 2
SYN-IA-3,Postmonsoon,Synthetic,EC,337.86,uS/cm,750,3000,Compliant - Safe,"WHO (2011) Guidelines for Drinking-water Quality, 4th Ed."
SYN-IA-3,Postmonsoon,Synthetic,Na,2.0,mg/L,200,200,Compliant - Safe,WHO (2011) / ICMR recommendation
SYN-IA-3,Postmonsoon,Synthetic,K,0.5,mg/L,12,12,Compliant - Safe,GoI FSSAI / WHO advisory
SYN-IA-3,Postmonsoon,Synthetic,DO,7.72,mg/L,"(6, 14)","(4, 14)",Compliant - Safe,CPCB Class A Criteria
SYN-IA-3,Postmonsoon,Synthetic,HCO3,104.5,mg/L,300,600,Compliant - Safe,Derived from Alkalinity (IS 10500)
SYN-IA-4,Postmonsoon,Synthetic,pH,6.05,,"(6.5, 8.5)","(6.5, 8.5)",Non-Compliant - Unsafe,Table 1
SYN-IA-4,Postmonsoon,Synthetic,TDS,387.81,mg/L,500,2000,Compliant - Safe,Table 1
SYN-IA-4,Postmonsoon,Synthetic,TH,293.87,mg/L,200,600,Permissible - Needs Caution,Table 2
SYN-IA-4,Postmonsoon,Synthetic,Alkalinity,75.85,mg/L,200,600,Compliant - Safe,Table 2
SYN-IA-4,Postmonsoon,Synthetic,Ca,54.44,mg/L,75,200,Compliant - Safe,Table 2
SYN-IA-4,Postmonsoon,Synthetic,Mg,8.24,mg/L,30,100,Compliant - Safe,Table 2
SYN-IA-4,Postmonsoon,Synthetic,Iron,0.21,mg/L,0.3,0.3,Compliant - Safe,Table 2
SYN-IA-4,Postmonsoon,Synthetic,Cl,78.22,mg/L,250,1000,Compliant - Safe,Table 2
SYN-IA-4,Postmonsoon,Synthetic,SO4,22.52,mg/L,200,400,Compliant - Safe,Table 2
SYN-IA-4,Postmonsoon,Synthetic,NO3,70.7,mg/L,45,45,Non-Compliant - Unsafe,Table 2
SYN-IA-4,Postmonsoon,Synthetic,F,0.235,mg/L,1.0,1.5,Compliant - Safe,Table 2
SYN-IA-4,Postmonsoon,Synthetic,EC,596.64,uS/cm,750,3000,Compliant - Safe,"WHO (2011) Guidelines for Drinking-water Quality, 4th Ed."
SYN-IA-4,Postmonsoon,Synthetic,Na,29.84,mg/L,200,200,Compliant - Safe,WHO (2011) / ICMR recommendation
SYN-IA-4,Postmonsoon,Synthetic,K,11.24,mg/L,12,12,Compliant - Safe,GoI FSSAI / WHO advisory
SYN-IA-4,Postmonsoon,Synthetic,DO,5.81,mg/L,"(6, 14)","(4, 14)",Permissible - Needs Caution,CPCB Class A Criteria
SYN-IA-4,Postmonsoon,Synthetic,HCO3,100.24,mg/L,300,600,Compliant - Safe,Derived from Alkalinity (IS 10500)
SYN-IA-5,Postmonsoon,Synthetic,pH,6.25,,"(6.5, 8.5)","(6.5, 8.5)",Non-Compliant - Unsafe,Table 1
SYN-IA-5,Postmonsoon,Synthetic,TDS,299.5,mg/L,500,2000,Compliant - Safe,Table 1
SYN-IA-5,Postmonsoon,Synthetic,TH,160.52,mg/L,200,600,Compliant - Safe,Table 2
SYN-IA-5,Postmonsoon,Synthetic,Alkalinity,58.7,mg/L,200,600,Compliant - Safe,Table 2
SYN-IA-5,Postmonsoon,Synthetic,Ca,38.38,mg/L,75,200,Compliant - Safe,Table 2
SYN-IA-5,Postmonsoon,Synthetic,Mg,12.61,mg/L,30,100,Compliant - Safe,Table 2
SYN-IA-5,Postmonsoon,Synthetic,Iron,0.362,mg/L,0.3,0.3,Non-Compliant - Unsafe,Table 2
SYN-IA-5,Postmonsoon,Synthetic,Cl,44.59,mg/L,250,1000,Compliant - Safe,Table 2
SYN-IA-5,Postmonsoon,Synthetic,SO4,29.28,mg/L,200,400,Compliant - Safe,Table 2
SYN-IA-5,Postmonsoon,Synthetic,NO3,50.71,mg/L,45,45,Non-Compliant - Unsafe,Table 2
SYN-IA-5,Postmonsoon,Synthetic,F,0.204,mg/L,1.0,1.5,Compliant - Safe,Table 2
SYN-IA-5,Postmonsoon,Synthetic,EC,460.79,uS/cm,750,3000,Compliant - Safe,"WHO (2011) Guidelines for Drinking-water Quality, 4th Ed."
SYN-IA-5,Postmonsoon,Synthetic,Na,30.46,mg/L,200,200,Compliant - Safe,WHO (2011) / ICMR recommendation
SYN-IA-5,Postmonsoon,Synthetic,K,6.51,mg/L,12,12,Compliant - Safe,GoI FSSAI / WHO advisory
SYN-IA-5,Postmonsoon,Synthetic,DO,5.55,mg/L,"(6, 14)","(4, 14)",Permissible - Needs Caution,CPCB Class A Criteria
SYN-IA-5,Postmonsoon,Synthetic,HCO3,81.13,mg/L,300,600,Compliant - Safe,Derived from Alkalinity (IS 10500)
SYN-DY-1,Postmonsoon,Synthetic,pH,6.3,,"(6.5, 8.5)","(6.5, 8.5)",Non-Compliant - Unsafe,Table 1
SYN-DY-1,Postmonsoon,Synthetic,TDS,192.87,mg/L,500,2000,Compliant - Safe,Table 1
SYN-DY-1,Postmonsoon,Synthetic,TH,36.8,mg/L,200,600,Compliant - Safe,Table 2
SYN-DY-1,Postmonsoon,Synthetic,Alkalinity,51.11,mg/L,200,600,Compliant - Safe,Table 2
SYN-DY-1,Postmonsoon,Synthetic,Ca,5.24,mg/L,75,200,Compliant - Safe,Table 2
SYN-DY-1,Postmonsoon,Synthetic,Mg,4.23,mg/L,30,100,Compliant - Safe,Table 2
SYN-DY-1,Postmonsoon,Synthetic,Iron,0.528,mg/L,0.3,0.3,Non-Compliant - Unsafe,Table 2
SYN-DY-1,Postmonsoon,Synthetic,Cl,106.4,mg/L,250,1000,Compliant - Safe,Table 2
SYN-DY-1,Postmonsoon,Synthetic,SO4,24.66,mg/L,200,400,Compliant - Safe,Table 2
SYN-DY-1,Postmonsoon,Synthetic,NO3,66.64,mg/L,45,45,Non-Compliant - Unsafe,Table 2
SYN-DY-1,Postmonsoon,Synthetic,F,0.136,mg/L,1.0,1.5,Compliant - Safe,Table 2
SYN-DY-1,Postmonsoon,Synthetic,EC,296.68,uS/cm,750,3000,Compliant - Safe,"WHO (2011) Guidelines for Drinking-water Quality, 4th Ed."
SYN-DY-1,Postmonsoon,Synthetic,Na,30.68,mg/L,200,200,Compliant - Safe,WHO (2011) / ICMR recommendation
SYN-DY-1,Postmonsoon,Synthetic,K,8.84,mg/L,12,12,Compliant - Safe,GoI FSSAI / WHO advisory
SYN-DY-1,Postmonsoon,Synthetic,DO,6.75,mg/L,"(6, 14)","(4, 14)",Compliant - Safe,CPCB Class A Criteria
SYN-DY-1,Postmonsoon,Synthetic,HCO3,10.0,mg/L,300,600,Compliant - Safe,Derived from Alkalinity (IS 10500)
SYN-DY-2,Postmonsoon,Synthetic,pH,6.51,,"(6.5, 8.5)","(6.5, 8.5)",Compliant - Safe,Table 1
SYN-DY-2,Postmonsoon,Synthetic,TDS,443.82,mg/L,500,2000,Compliant - Safe,Table 1
SYN-DY-2,Postmonsoon,Synthetic,TH,323.88,mg/L,200,600,Permissible - Needs Caution,Table 2
SYN-DY-2,Postmonsoon,Synthetic,Alkalinity,96.76,mg/L,200,600,Compliant - Safe,Table 2
SYN-DY-2,Postmonsoon,Synthetic,Ca,78.5,mg/L,75,200,Permissible - Needs Caution,Table 2
SYN-DY-2,Postmonsoon,Synthetic,Mg,11.03,mg/L,30,100,Compliant - Safe,Table 2
SYN-DY-2,Postmonsoon,Synthetic,Iron,0.01,mg/L,0.3,0.3,Compliant - Safe,Table 2
SYN-DY-2,Postmonsoon,Synthetic,Cl,100.54,mg/L,250,1000,Compliant - Safe,Table 2
SYN-DY-2,Postmonsoon,Synthetic,SO4,20.32,mg/L,200,400,Compliant - Safe,Table 2
SYN-DY-2,Postmonsoon,Synthetic,NO3,80.6,mg/L,45,45,Non-Compliant - Unsafe,Table 2
SYN-DY-2,Postmonsoon,Synthetic,F,0.226,mg/L,1.0,1.5,Compliant - Safe,Table 2
SYN-DY-2,Postmonsoon,Synthetic,EC,682.8,uS/cm,750,3000,Compliant - Safe,"WHO (2011) Guidelines for Drinking-water Quality, 4th Ed."
SYN-DY-2,Postmonsoon,Synthetic,Na,37.43,mg/L,200,200,Compliant - Safe,WHO (2011) / ICMR recommendation
SYN-DY-2,Postmonsoon,Synthetic,K,13.57,mg/L,12,12,Non-Compliant - Unsafe,GoI FSSAI / WHO advisory
SYN-DY-2,Postmonsoon,Synthetic,DO,5.81,mg/L,"(6, 14)","(4, 14)",Permissible - Needs Caution,CPCB Class A Criteria
SYN-DY-2,Postmonsoon,Synthetic,HCO3,92.67,mg/L,300,600,Compliant - Safe,Derived from Alkalinity (IS 10500)
SYN-DY-3,Postmonsoon,Synthetic,pH,5.83,,"(6.5, 8.5)","(6.5, 8.5)",Non-Compliant - Unsafe,Table 1
SYN-DY-3,Postmonsoon,Synthetic,TDS,267.7,mg/L,500,2000,Compliant - Safe,Table 1
SYN-DY-3,Postmonsoon,Synthetic,TH,169.35,mg/L,200,600,Compliant - Safe,Table 2
SYN-DY-3,Postmonsoon,Synthetic,Alkalinity,66.32,mg/L,200,600,Compliant - Safe,Table 2
SYN-DY-3,Postmonsoon,Synthetic,Ca,31.16,mg/L,75,200,Compliant - Safe,Table 2
SYN-DY-3,Postmonsoon,Synthetic,Mg,12.18,mg/L,30,100,Compliant - Safe,Table 2
SYN-DY-3,Postmonsoon,Synthetic,Iron,0.357,mg/L,0.3,0.3,Non-Compliant - Unsafe,Table 2
SYN-DY-3,Postmonsoon,Synthetic,Cl,73.0,mg/L,250,1000,Compliant - Safe,Table 2
SYN-DY-3,Postmonsoon,Synthetic,SO4,23.0,mg/L,200,400,Compliant - Safe,Table 2
SYN-DY-3,Postmonsoon,Synthetic,NO3,24.33,mg/L,45,45,Compliant - Safe,Table 2
SYN-DY-3,Postmonsoon,Synthetic,F,0.114,mg/L,1.0,1.5,Compliant - Safe,Table 2
SYN-DY-3,Postmonsoon,Synthetic,EC,411.89,uS/cm,750,3000,Compliant - Safe,"WHO (2011) Guidelines for Drinking-water Quality, 4th Ed."
SYN-DY-3,Postmonsoon,Synthetic,Na,15.4,mg/L,200,200,Compliant - Safe,WHO (2011) / ICMR recommendation
SYN-DY-3,Postmonsoon,Synthetic,K,5.64,mg/L,12,12,Compliant - Safe,GoI FSSAI / WHO advisory
SYN-DY-3,Postmonsoon,Synthetic,DO,6.24,mg/L,"(6, 14)","(4, 14)",Compliant - Safe,CPCB Class A Criteria
SYN-DY-3,Postmonsoon,Synthetic,HCO3,68.89,mg/L,300,600,Compliant - Safe,Derived from Alkalinity (IS 10500)
SYN-DY-4,Postmonsoon,Synthetic,pH,5.65,,"(6.5, 8.5)","(6.5, 8.5)",Non-Compliant - Unsafe,Table 1
SYN-DY-4,Postmonsoon,Synthetic,TDS,227.7,mg/L,500,2000,Compliant - Safe,Table 1
SYN-DY-4,Postmonsoon,Synthetic,TH,94.88,mg/L,200,600,Compliant - Safe,Table 2
SYN-DY-4,Postmonsoon,Synthetic,Alkalinity,52.92,mg/L,200,600,Compliant - Safe,Table 2
SYN-DY-4,Postmonsoon,Synthetic,Ca,27.49,mg/L,75,200,Compliant - Safe,Table 2
SYN-DY-4,Postmonsoon,Synthetic,Mg,7.31,mg/L,30,100,Compliant - Safe,Table 2
SYN-DY-4,Postmonsoon,Synthetic,Iron,0.267,mg/L,0.3,0.3,Compliant - Safe,Table 2
SYN-DY-4,Postmonsoon,Synthetic,Cl,56.75,mg/L,250,1000,Compliant - Safe,Table 2
SYN-DY-4,Postmonsoon,Synthetic,SO4,25.31,mg/L,200,400,Compliant - Safe,Table 2
SYN-DY-4,Postmonsoon,Synthetic,NO3,31.31,mg/L,45,45,Compliant - Safe,Table 2
SYN-DY-4,Postmonsoon,Synthetic,F,0.059,mg/L,1.0,1.5,Compliant - Safe,Table 2
SYN-DY-4,Postmonsoon,Synthetic,EC,350.29,uS/cm,750,3000,Compliant - Safe,"WHO (2011) Guidelines for Drinking-water Quality, 4th Ed."
SYN-DY-4,Postmonsoon,Synthetic,Na,19.59,mg/L,200,200,Compliant - Safe,WHO (2011) / ICMR recommendation
SYN-DY-4,Postmonsoon,Synthetic,K,5.17,mg/L,12,12,Compliant - Safe,GoI FSSAI / WHO advisory
SYN-DY-4,Postmonsoon,Synthetic,DO,6.56,mg/L,"(6, 14)","(4, 14)",Compliant - Safe,CPCB Class A Criteria
SYN-DY-4,Postmonsoon,Synthetic,HCO3,40.46,mg/L,300,600,Compliant - Safe,Derived from Alkalinity (IS 10500)
SYN-DY-5,Postmonsoon,Synthetic,pH,6.65,,"(6.5, 8.5)","(6.5, 8.5)",Compliant - Safe,Table 1
SYN-DY-5,Postmonsoon,Synthetic,TDS,284.53,mg/L,500,2000,Compliant - Safe,Table 1
SYN-DY-5,Postmonsoon,Synthetic,TH,199.24,mg/L,200,600,Compliant - Safe,Table 2
SYN-DY-5,Postmonsoon,Synthetic,Alkalinity,69.52,mg/L,200,600,Compliant - Safe,Table 2
SYN-DY-5,Postmonsoon,Synthetic,Ca,37.35,mg/L,75,200,Compliant - Safe,Table 2
SYN-DY-5,Postmonsoon,Synthetic,Mg,10.36,mg/L,30,100,Compliant - Safe,Table 2
SYN-DY-5,Postmonsoon,Synthetic,Iron,0.207,mg/L,0.3,0.3,Compliant - Safe,Table 2
SYN-DY-5,Postmonsoon,Synthetic,Cl,63.38,mg/L,250,1000,Compliant - Safe,Table 2
SYN-DY-5,Postmonsoon,Synthetic,SO4,16.64,mg/L,200,400,Compliant - Safe,Table 2
SYN-DY-5,Postmonsoon,Synthetic,NO3,59.42,mg/L,45,45,Non-Compliant - Unsafe,Table 2
SYN-DY-5,Postmonsoon,Synthetic,F,0.176,mg/L,1.0,1.5,Compliant - Safe,Table 2
SYN-DY-5,Postmonsoon,Synthetic,EC,437.76,uS/cm,750,3000,Compliant - Safe,"WHO (2011) Guidelines for Drinking-water Quality, 4th Ed."
SYN-DY-5,Postmonsoon,Synthetic,Na,16.43,mg/L,200,200,Compliant - Safe,WHO (2011) / ICMR recommendation
SYN-DY-5,Postmonsoon,Synthetic,K,3.55,mg/L,12,12,Compliant - Safe,GoI FSSAI / WHO advisory
SYN-DY-5,Postmonsoon,Synthetic,DO,6.22,mg/L,"(6, 14)","(4, 14)",Compliant - Safe,CPCB Class A Criteria
SYN-DY-5,Postmonsoon,Synthetic,HCO3,57.3,mg/L,300,600,Compliant - Safe,Derived from Alkalinity (IS 10500)
SYN-X1,Postmonsoon,Synthetic,pH,6.29,,"(6.5, 8.5)","(6.5, 8.5)",Non-Compliant - Unsafe,Table 1
SYN-X1,Postmonsoon,Synthetic,TDS,240.31,mg/L,500,2000,Compliant - Safe,Table 1
SYN-X1,Postmonsoon,Synthetic,TH,121.28,mg/L,200,600,Compliant - Safe,Table 2
SYN-X1,Postmonsoon,Synthetic,Alkalinity,89.06,mg/L,200,600,Compliant - Safe,Table 2
SYN-X1,Postmonsoon,Synthetic,Ca,29.2,mg/L,75,200,Compliant - Safe,Table 2
SYN-X1,Postmonsoon,Synthetic,Mg,8.92,mg/L,30,100,Compliant - Safe,Table 2
SYN-X1,Postmonsoon,Synthetic,Iron,0.316,mg/L,0.3,0.3,Non-Compliant - Unsafe,Table 2
SYN-X1,Postmonsoon,Synthetic,Cl,75.22,mg/L,250,1000,Compliant - Safe,Table 2
SYN-X1,Postmonsoon,Synthetic,SO4,24.51,mg/L,200,400,Compliant - Safe,Table 2
SYN-X1,Postmonsoon,Synthetic,NO3,51.06,mg/L,45,45,Non-Compliant - Unsafe,Table 2
SYN-X1,Postmonsoon,Synthetic,F,0.11,mg/L,1.0,1.5,Compliant - Safe,Table 2
SYN-X1,Postmonsoon,Synthetic,EC,369.74,uS/cm,750,3000,Compliant - Safe,"WHO (2011) Guidelines for Drinking-water Quality, 4th Ed."
SYN-X1,Postmonsoon,Synthetic,Na,18.77,mg/L,200,200,Compliant - Safe,WHO (2011) / ICMR recommendation
SYN-X1,Postmonsoon,Synthetic,K,6.81,mg/L,12,12,Compliant - Safe,GoI FSSAI / WHO advisory
SYN-X1,Postmonsoon,Synthetic,DO,6.21,mg/L,"(6, 14)","(4, 14)",Compliant - Safe,CPCB Class A Criteria
SYN-X1,Postmonsoon,Synthetic,HCO3,10.61,mg/L,300,600,Compliant - Safe,Derived from Alkalinity (IS 10500)
SYN-X2,Postmonsoon,Synthetic,pH,6.8,,"(6.5, 8.5)","(6.5, 8.5)",Compliant - Safe,Table 1
SYN-X2,Postmonsoon,Synthetic,TDS,282.81,mg/L,500,2000,Compliant - Safe,Table 1
SYN-X2,Postmonsoon,Synthetic,TH,205.82,mg/L,200,600,Permissible - Needs Caution,Table 2
SYN-X2,Postmonsoon,Synthetic,Alkalinity,41.9,mg/L,200,600,Compliant - Safe,Table 2
SYN-X2,Postmonsoon,Synthetic,Ca,34.02,mg/L,75,200,Compliant - Safe,Table 2
SYN-X2,Postmonsoon,Synthetic,Mg,12.49,mg/L,30,100,Compliant - Safe,Table 2
SYN-X2,Postmonsoon,Synthetic,Iron,0.126,mg/L,0.3,0.3,Compliant - Safe,Table 2
SYN-X2,Postmonsoon,Synthetic,Cl,52.71,mg/L,250,1000,Compliant - Safe,Table 2
SYN-X2,Postmonsoon,Synthetic,SO4,13.06,mg/L,200,400,Compliant - Safe,Table 2
SYN-X2,Postmonsoon,Synthetic,NO3,58.04,mg/L,45,45,Non-Compliant - Unsafe,Table 2
SYN-X2,Postmonsoon,Synthetic,F,0.146,mg/L,1.0,1.5,Compliant - Safe,Table 2
SYN-X2,Postmonsoon,Synthetic,EC,435.1,uS/cm,750,3000,Compliant - Safe,"WHO (2011) Guidelines for Drinking-water Quality, 4th Ed."
SYN-X2,Postmonsoon,Synthetic,Na,24.73,mg/L,200,200,Compliant - Safe,WHO (2011) / ICMR recommendation
SYN-X2,Postmonsoon,Synthetic,K,6.85,mg/L,12,12,Compliant - Safe,GoI FSSAI / WHO advisory
SYN-X2,Postmonsoon,Synthetic,DO,5.36,mg/L,"(6, 14)","(4, 14)",Permissible - Needs Caution,CPCB Class A Criteria
SYN-X2,Postmonsoon,Synthetic,HCO3,70.81,mg/L,300,600,Compliant - Safe,Derived from Alkalinity (IS 10500)
SYN-X3,Postmonsoon,Synthetic,pH,5.99,,"(6.5, 8.5)","(6.5, 8.5)",Non-Compliant - Unsafe,Table 1
SYN-X3,Postmonsoon,Synthetic,TDS,217.92,mg/L,500,2000,Compliant - Safe,Table 1
SYN-X3,Postmonsoon,Synthetic,TH,43.18,mg/L,200,600,Compliant - Safe,Table 2
SYN-X3,Postmonsoon,Synthetic,Alkalinity,10.0,mg/L,200,600,Compliant - Safe,Table 2
SYN-X3,Postmonsoon,Synthetic,Ca,39.48,mg/L,75,200,Compliant - Safe,Table 2
SYN-X3,Postmonsoon,Synthetic,Mg,8.97,mg/L,30,100,Compliant - Safe,Table 2
SYN-X3,Postmonsoon,Synthetic,Iron,0.35,mg/L,0.3,0.3,Non-Compliant - Unsafe,Table 2
SYN-X3,Postmonsoon,Synthetic,Cl,5.0,mg/L,250,1000,Compliant - Safe,Table 2
SYN-X3,Postmonsoon,Synthetic,SO4,19.14,mg/L,200,400,Compliant - Safe,Table 2
SYN-X3,Postmonsoon,Synthetic,NO3,0.5,mg/L,45,45,Compliant - Safe,Table 2
SYN-X3,Postmonsoon,Synthetic,F,0.01,mg/L,1.0,1.5,Compliant - Safe,Table 2
SYN-X3,Postmonsoon,Synthetic,EC,335.25,uS/cm,750,3000,Compliant - Safe,"WHO (2011) Guidelines for Drinking-water Quality, 4th Ed."
SYN-X3,Postmonsoon,Synthetic,Na,11.7,mg/L,200,200,Compliant - Safe,WHO (2011) / ICMR recommendation
SYN-X3,Postmonsoon,Synthetic,K,1.92,mg/L,12,12,Compliant - Safe,GoI FSSAI / WHO advisory
SYN-X3,Postmonsoon,Synthetic,DO,6.18,mg/L,"(6, 14)","(4, 14)",Compliant - Safe,CPCB Class A Criteria
SYN-X3,Postmonsoon,Synthetic,HCO3,125.89,mg/L,300,600,Compliant - Safe,Derived from Alkalinity (IS 10500)
SYN-X4,Postmonsoon,Synthetic,pH,5.36,,"(6.5, 8.5)","(6.5, 8.5)",Non-Compliant - Unsafe,Table 1
SYN-X4,Postmonsoon,Synthetic,TDS,284.18,mg/L,500,2000,Compliant - Safe,Table 1
SYN-X4,Postmonsoon,Synthetic,TH,198.12,mg/L,200,600,Compliant - Safe,Table 2
SYN-X4,Postmonsoon,Synthetic,Alkalinity,13.39,mg/L,200,600,Compliant - Safe,Table 2
SYN-X4,Postmonsoon,Synthetic,Ca,47.67,mg/L,75,200,Compliant - Safe,Table 2
SYN-X4,Postmonsoon,Synthetic,Mg,6.11,mg/L,30,100,Compliant - Safe,Table 2
SYN-X4,Postmonsoon,Synthetic,Iron,0.298,mg/L,0.3,0.3,Compliant - Safe,Table 2
SYN-X4,Postmonsoon,Synthetic,Cl,38.45,mg/L,250,1000,Compliant - Safe,Table 2
SYN-X4,Postmonsoon,Synthetic,SO4,6.66,mg/L,200,400,Compliant - Safe,Table 2
SYN-X4,Postmonsoon,Synthetic,NO3,16.24,mg/L,45,45,Compliant - Safe,Table 2
SYN-X4,Postmonsoon,Synthetic,F,0.079,mg/L,1.0,1.5,Compliant - Safe,Table 2
SYN-X4,Postmonsoon,Synthetic,EC,437.21,uS/cm,750,3000,Compliant - Safe,"WHO (2011) Guidelines for Drinking-water Quality, 4th Ed."
SYN-X4,Postmonsoon,Synthetic,Na,15.91,mg/L,200,200,Compliant - Safe,WHO (2011) / ICMR recommendation
SYN-X4,Postmonsoon,Synthetic,K,3.84,mg/L,12,12,Compliant - Safe,GoI FSSAI / WHO advisory
SYN-X4,Postmonsoon,Synthetic,DO,6.54,mg/L,"(6, 14)","(4, 14)",Compliant - Safe,CPCB Class A Criteria
SYN-X4,Postmonsoon,Synthetic,HCO3,129.93,mg/L,300,600,Compliant - Safe,Derived from Alkalinity (IS 10500)
SYN-X5,Postmonsoon,Synthetic,pH,6.16,,"(6.5, 8.5)","(6.5, 8.5)",Non-Compliant - Unsafe,Table 1
SYN-X5,Postmonsoon,Synthetic,TDS,374.98,mg/L,500,2000,Compliant - Safe,Table 1
SYN-X5,Postmonsoon,Synthetic,TH,235.5,mg/L,200,600,Permissible - Needs Caution,Table 2
SYN-X5,Postmonsoon,Synthetic,Alkalinity,57.9,mg/L,200,600,Compliant - Safe,Table 2
SYN-X5,Postmonsoon,Synthetic,Ca,61.32,mg/L,75,200,Compliant - Safe,Table 2
SYN-X5,Postmonsoon,Synthetic,Mg,12.82,mg/L,30,100,Compliant - Safe,Table 2
SYN-X5,Postmonsoon,Synthetic,Iron,0.403,mg/L,0.3,0.3,Non-Compliant - Unsafe,Table 2
SYN-X5,Postmonsoon,Synthetic,Cl,67.55,mg/L,250,1000,Compliant - Safe,Table 2
SYN-X5,Postmonsoon,Synthetic,SO4,24.13,mg/L,200,400,Compliant - Safe,Table 2
SYN-X5,Postmonsoon,Synthetic,NO3,38.69,mg/L,45,45,Compliant - Safe,Table 2
SYN-X5,Postmonsoon,Synthetic,F,0.192,mg/L,1.0,1.5,Compliant - Safe,Table 2
SYN-X5,Postmonsoon,Synthetic,EC,576.87,uS/cm,750,3000,Compliant - Safe,"WHO (2011) Guidelines for Drinking-water Quality, 4th Ed."
SYN-X5,Postmonsoon,Synthetic,Na,26.02,mg/L,200,200,Compliant - Safe,WHO (2011) / ICMR recommendation
SYN-X5,Postmonsoon,Synthetic,K,9.69,mg/L,12,12,Compliant - Safe,GoI FSSAI / WHO advisory
SYN-X5,Postmonsoon,Synthetic,DO,5.48,mg/L,"(6, 14)","(4, 14)",Permissible - Needs Caution,CPCB Class A Criteria
SYN-X5,Postmonsoon,Synthetic,HCO3,120.58,mg/L,300,600,Compliant - Safe,Derived from Alkalinity (IS 10500)
SYN-X6,Postmonsoon,Synthetic,pH,5.37,,"(6.5, 8.5)","(6.5, 8.5)",Non-Compliant - Unsafe,Table 1
SYN-X6,Postmonsoon,Synthetic,TDS,237.82,mg/L,500,2000,Compliant - Safe,Table 1
SYN-X6,Postmonsoon,Synthetic,TH,84.05,mg/L,200,600,Compliant - Safe,Table 2
SYN-X6,Postmonsoon,Synthetic,Alkalinity,52.05,mg/L,200,600,Compliant - Safe,Table 2
SYN-X6,Postmonsoon,Synthetic,Ca,20.9,mg/L,75,200,Compliant - Safe,Table 2
SYN-X6,Postmonsoon,Synthetic,Mg,3.12,mg/L,30,100,Compliant - Safe,Table 2
SYN-X6,Postmonsoon,Synthetic,Iron,0.377,mg/L,0.3,0.3,Non-Compliant - Unsafe,Table 2
SYN-X6,Postmonsoon,Synthetic,Cl,92.63,mg/L,250,1000,Compliant - Safe,Table 2
SYN-X6,Postmonsoon,Synthetic,SO4,28.0,mg/L,200,400,Compliant - Safe,Table 2
SYN-X6,Postmonsoon,Synthetic,NO3,42.94,mg/L,45,45,Compliant - Safe,Table 2
SYN-X6,Postmonsoon,Synthetic,F,0.103,mg/L,1.0,1.5,Compliant - Safe,Table 2
SYN-X6,Postmonsoon,Synthetic,EC,365.89,uS/cm,750,3000,Compliant - Safe,"WHO (2011) Guidelines for Drinking-water Quality, 4th Ed."
SYN-X6,Postmonsoon,Synthetic,Na,31.5,mg/L,200,200,Compliant - Safe,WHO (2011) / ICMR recommendation
SYN-X6,Postmonsoon,Synthetic,K,8.98,mg/L,12,12,Compliant - Safe,GoI FSSAI / WHO advisory
SYN-X6,Postmonsoon,Synthetic,DO,6.02,mg/L,"(6, 14)","(4, 14)",Compliant - Safe,CPCB Class A Criteria
SYN-X6,Postmonsoon,Synthetic,HCO3,10.0,mg/L,300,600,Compliant - Safe,Derived from Alkalinity (IS 10500)
SYN-X7,Postmonsoon,Synthetic,pH,6.77,,"(6.5, 8.5)","(6.5, 8.5)",Compliant - Safe,Table 1
SYN-X7,Postmonsoon,Synthetic,TDS,328.11,mg/L,500,2000,Compliant - Safe,Table 1
SYN-X7,Postmonsoon,Synthetic,TH,172.75,mg/L,200,600,Compliant - Safe,Table 2
SYN-X7,Postmonsoon,Synthetic,Alkalinity,58.47,mg/L,200,600,Compliant - Safe,Table 2
SYN-X7,Postmonsoon,Synthetic,Ca,48.64,mg/L,75,200,Compliant - Safe,Table 2
