Location_ID,Season,Parameter,Ci_measured,Si_standard,wi_raw_weight,Wi_relative_weight,qi_sub_index,Wi_x_qi
SYN-PD-4,Postmonsoon,Na,32.79,200,3,0.057692,16.395,0.9459
SYN-PD-4,Postmonsoon,K,2.26,12,2,0.038462,18.8333,0.7244
SYN-PD-4,Postmonsoon,Iron,0.089,0.3,4,0.076923,29.6667,2.2821
SYN-PD-4,Postmonsoon,HCO3,64.49,300,1,0.019231,21.4967,0.4134
SYN-PD-4,Postmonsoon,Cl,116.7,250,3,0.057692,46.68,2.6931
SYN-PD-4,Postmonsoon,SO4,8.42,200,4,0.076923,4.21,0.3238
SYN-PD-4,Postmonsoon,NO3,1.43,45,5,0.096154,3.1778,0.3056
SYN-PD-4,Postmonsoon,F,0.169,1.0,5,0.096154,16.9,1.625
SYN-PD-4,Postmonsoon,DO,6.98,6.0,4,0.076923,116.3333,8.9487
SYN-PD-4,Postmonsoon,--- WQI_TOTAL ---,,,,,,42.5816
SYN-PD-5,Postmonsoon,pH,6.52,8.5,4,0.076923,76.7059,5.9005
SYN-PD-5,Postmonsoon,EC,302.1,750,4,0.076923,40.28,3.0985
SYN-PD-5,Postmonsoon,TDS,221.56,500,5,0.096154,44.312,4.2608
SYN-PD-5,Postmonsoon,TH,187.64,200,2,0.038462,93.82,3.6085
SYN-PD-5,Postmonsoon,Alkalinity,120.23,200,2,0.038462,60.115,2.3121
SYN-PD-5,Postmonsoon,Ca,29.31,75,2,0.038462,39.08,1.5031
SYN-PD-5,Postmonsoon,Mg,11.06,30,2,0.038462,36.8667,1.4179
SYN-PD-5,Postmonsoon,Na,2.0,200,3,0.057692,1.0,0.0577
SYN-PD-5,Postmonsoon,K,0.5,12,2,0.038462,4.1667,0.1603
SYN-PD-5,Postmonsoon,Iron,0.418,0.3,4,0.076923,139.3333,10.7179
SYN-PD-5,Postmonsoon,HCO3,39.17,300,1,0.019231,13.0567,0.2511
SYN-PD-5,Postmonsoon,Cl,88.07,250,3,0.057692,35.228,2.0324
SYN-PD-5,Postmonsoon,SO4,7.0,200,4,0.076923,3.5,0.2692
SYN-PD-5,Postmonsoon,NO3,0.5,45,5,0.096154,1.1111,0.1068
SYN-PD-5,Postmonsoon,F,0.1,1.0,5,0.096154,10.0,0.9615
SYN-PD-5,Postmonsoon,DO,7.16,6.0,4,0.076923,119.3333,9.1795
SYN-PD-5,Postmonsoon,--- WQI_TOTAL ---,,,,,,45.8378
SYN-IA-1,Postmonsoon,pH,6.55,8.5,4,0.076923,77.0588,5.9276
SYN-IA-1,Postmonsoon,EC,411.21,750,4,0.076923,54.828,4.2175
SYN-IA-1,Postmonsoon,TDS,277.49,500,5,0.096154,55.498,5.3363
SYN-IA-1,Postmonsoon,TH,95.73,200,2,0.038462,47.865,1.841
SYN-IA-1,Postmonsoon,Alkalinity,41.89,200,2,0.038462,20.945,0.8056
SYN-IA-1,Postmonsoon,Ca,42.47,75,2,0.038462,56.6267,2.1779
SYN-IA-1,Postmonsoon,Mg,12.14,30,2,0.038462,40.4667,1.5564
SYN-IA-1,Postmonsoon,Na,23.65,200,3,0.057692,11.825,0.6822
SYN-IA-1,Postmonsoon,K,2.9,12,2,0.038462,24.1667,0.9295
SYN-IA-1,Postmonsoon,Iron,0.26,0.3,4,0.076923,86.6667,6.6667
SYN-IA-1,Postmonsoon,HCO3,10.0,300,1,0.019231,3.3333,0.0641
SYN-IA-1,Postmonsoon,Cl,115.42,250,3,0.057692,46.168,2.6635
SYN-IA-1,Postmonsoon,SO4,14.48,200,4,0.076923,7.24,0.5569
SYN-IA-1,Postmonsoon,NO3,30.13,45,5,0.096154,66.9556,6.438
SYN-IA-1,Postmonsoon,F,0.12,1.0,5,0.096154,12.0,1.1538
SYN-IA-1,Postmonsoon,DO,6.07,6.0,4,0.076923,101.1667,7.7821
SYN-IA-1,Postmonsoon,--- WQI_TOTAL ---,,,,,,48.7992
SYN-IA-2,Postmonsoon,pH,5.31,8.5,4,0.076923,62.4706,4.8054
SYN-IA-2,Postmonsoon,EC,635.94,750,4,0.076923,84.792,6.5225
SYN-IA-2,Postmonsoon,TDS,386.37,500,5,0.096154,77.274,7.4302
SYN-IA-2,Postmonsoon,TH,193.49,200,2,0.038462,96.745,3.721
SYN-IA-2,Postmonsoon,Alkalinity,60.24,200,2,0.038462,30.12,1.1585
SYN-IA-2,Postmonsoon,Ca,73.74,75,2,0.038462,98.32,3.7815
SYN-IA-2,Postmonsoon,Mg,3.32,30,2,0.038462,11.0667,0.4256
SYN-IA-2,Postmonsoon,Na,27.54,200,3,0.057692,13.77,0.7944
SYN-IA-2,Postmonsoon,K,13.69,12,2,0.038462,114.0833,4.3878
SYN-IA-2,Postmonsoon,Iron,0.51,0.3,4,0.076923,170.0,13.0769
SYN-IA-2,Postmonsoon,HCO3,93.87,300,1,0.019231,31.29,0.6017
SYN-IA-2,Postmonsoon,Cl,120.65,250,3,0.057692,48.26,2.7842
SYN-IA-2,Postmonsoon,SO4,18.97,200,4,0.076923,9.485,0.7296
SYN-IA-2,Postmonsoon,NO3,21.09,45,5,0.096154,46.8667,4.5064
SYN-IA-2,Postmonsoon,F,0.117,1.0,5,0.096154,11.7,1.125
SYN-IA-2,Postmonsoon,DO,6.79,6.0,4,0.076923,113.1667,8.7051
SYN-IA-2,Postmonsoon,--- WQI_TOTAL ---,,,,,,64.556
SYN-IA-3,Postmonsoon,pH,6.26,8.5,4,0.076923,73.6471,5.6652
SYN-IA-3,Postmonsoon,EC,475.08,750,4,0.076923,63.344,4.8726
SYN-IA-3,Postmonsoon,TDS,346.19,500,5,0.096154,69.238,6.6575
SYN-IA-3,Postmonsoon,TH,189.4,200,2,0.038462,94.7,3.6423
SYN-IA-3,Postmonsoon,Alkalinity,112.91,200,2,0.038462,56.455,2.1713
SYN-IA-3,Postmonsoon,Ca,49.65,75,2,0.038462,66.2,2.5462
SYN-IA-3,Postmonsoon,Mg,17.25,30,2,0.038462,57.5,2.2115
SYN-IA-3,Postmonsoon,Na,32.66,200,3,0.057692,16.33,0.9421
SYN-IA-3,Postmonsoon,K,7.37,12,2,0.038462,61.4167,2.3622
SYN-IA-3,Postmonsoon,Iron,0.13,0.3,4,0.076923,43.3333,3.3333
SYN-IA-3,Postmonsoon,HCO3,63.2,300,1,0.019231,21.0667,0.4051
SYN-IA-3,Postmonsoon,Cl,115.01,250,3,0.057692,46.004,2.6541
SYN-IA-3,Postmonsoon,SO4,21.53,200,4,0.076923,10.765,0.8281
SYN-IA-3,Postmonsoon,NO3,37.76,45,5,0.096154,83.9111,8.0684
SYN-IA-3,Postmonsoon,F,0.263,1.0,5,0.096154,26.3,2.5288
SYN-IA-3,Postmonsoon,DO,4.32,6.0,4,0.076923,72.0,5.5385
SYN-IA-3,Postmonsoon,--- WQI_TOTAL ---,,,,,,54.4272
SYN-IA-4,Postmonsoon,pH,6.27,8.5,4,0.076923,73.7647,5.6742
SYN-IA-4,Postmonsoon,EC,404.07,750,4,0.076923,53.876,4.1443
SYN-IA-4,Postmonsoon,TDS,254.62,500,5,0.096154,50.924,4.8965
SYN-IA-4,Postmonsoon,TH,116.33,200,2,0.038462,58.165,2.2371
SYN-IA-4,Postmonsoon,Alkalinity,31.5,200,2,0.038462,15.75,0.6058
SYN-IA-4,Postmonsoon,Ca,24.52,75,2,0.038462,32.6933,1.2574
SYN-IA-4,Postmonsoon,Mg,4.14,30,2,0.038462,13.8,0.5308
SYN-IA-4,Postmonsoon,Na,15.39,200,3,0.057692,7.695,0.4439
SYN-IA-4,Postmonsoon,K,9.81,12,2,0.038462,81.75,3.1442
SYN-IA-4,Postmonsoon,Iron,0.465,0.3,4,0.076923,155.0,11.9231
SYN-IA-4,Postmonsoon,HCO3,44.15,300,1,0.019231,14.7167,0.283
SYN-IA-4,Postmonsoon,Cl,89.6,250,3,0.057692,35.84,2.0677
SYN-IA-4,Postmonsoon,SO4,15.94,200,4,0.076923,7.97,0.6131
SYN-IA-4,Postmonsoon,NO3,18.48,45,5,0.096154,41.0667,3.9487
SYN-IA-4,Postmonsoon,F,0.12,1.0,5,0.096154,12.0,1.1538
SYN-IA-4,Postmonsoon,DO,6.85,6.0,4,0.076923,114.1667,8.7821
SYN-IA-4,Postmonsoon,--- WQI_TOTAL ---,,,,,,51.7058
SYN-IA-5,Postmonsoon,pH,6.72,8.5,4,0.076923,79.0588,6.0814
SYN-IA-5,Postmonsoon,EC,467.16,750,4,0.076923,62.288,4.7914
SYN-IA-5,Postmonsoon,TDS,265.46,500,5,0.096154,53.092,5.105
SYN-IA-5,Postmonsoon,TH,148.65,200,2,0.038462,74.325,2.8587
SYN-IA-5,Postmonsoon,Alkalinity,74.77,200,2,0.038462,37.385,1.4379
SYN-IA-5,Postmonsoon,Ca,8.72,75,2,0.038462,11.6267,0.4472
SYN-IA-5,Postmonsoon,Mg,21.93,30,2,0.038462,73.1,2.8115
SYN-IA-5,Postmonsoon,Na,12.03,200,3,0.057692,6.015,0.347
SYN-IA-5,Postmonsoon,K,6.51,12,2,0.038462,54.25,2.0865
SYN-IA-5,Postmonsoon,Iron,0.01,0.3,4,0.076923,3.3333,0.2564
SYN-IA-5,Postmonsoon,HCO3,60.57,300,1,0.019231,20.19,0.3883
SYN-IA-5,Postmonsoon,Cl,105.79,250,3,0.057692,42.316,2.4413
SYN-IA-5,Postmonsoon,SO4,17.67,200,4,0.076923,8.835,0.6796
SYN-IA-5,Postmonsoon,NO3,0.5,45,5,0.096154,1.1111,0.1068
SYN-IA-5,Postmonsoon,F,0.14,1.0,5,0.096154,14.0,1.3462
SYN-IA-5,Postmonsoon,DO,5.64,6.0,4,0.076923,94.0,7.2308
SYN-IA-5,Postmonsoon,--- WQI_TOTAL ---,,,,,,38.416
SYN-DY-1,Postmonsoon,pH,5.82,8.5,4,0.076923,68.4706,5.267
SYN-DY-1,Postmonsoon,EC,537.33,750,4,0.076923,71.644,5.5111
SYN-DY-1,Postmonsoon,TDS,383.69,500,5,0.096154,76.738,7.3787
SYN-DY-1,Postmonsoon,TH,223.76,200,2,0.038462,111.88,4.3031
SYN-DY-1,Postmonsoon,Alkalinity,78.73,200,2,0.038462,39.365,1.514
SYN-DY-1,Postmonsoon,Ca,48.56,75,2,0.038462,64.7467,2.4903
SYN-DY-1,Postmonsoon,Mg,5.72,30,2,0.038462,19.0667,0.7333
SYN-DY-1,Postmonsoon,Na,33.5,200,3,0.057692,16.75,0.9663
SYN-DY-1,Postmonsoon,K,7.9,12,2,0.038462,65.8333,2.5321
SYN-DY-1,Postmonsoon,Iron,0.345,0.3,4,0.076923,115.0,8.8462
SYN-DY-1,Postmonsoon,HCO3,47.75,300,1,0.019231,15.9167,0.3061
SYN-DY-1,Postmonsoon,Cl,132.9,250,3,0.057692,53.16,3.0669
SYN-DY-1,Postmonsoon,SO4,18.71,200,4,0.076923,9.355,0.7196
SYN-DY-1,Postmonsoon,NO3,50.61,45,5,0.096154,112.4667,10.8141
SYN-DY-1,Postmonsoon,F,0.146,1.0,5,0.096154,14.6,1.4038
SYN-DY-1,Postmonsoon,DO,6.03,6.0,4,0.076923,100.5,7.7308
SYN-DY-1,Postmonsoon,--- WQI_TOTAL ---,,,,,,63.5833
SYN-DY-2,Postmonsoon,pH,5.41,8.5,4,0.076923,63.6471,4.8959
SYN-DY-2,Postmonsoon,EC,638.28,750,4,0.076923,85.104,6.5465
SYN-DY-2,Postmonsoon,TDS,385.94,500,5,0.096154,77.188,7.4219
SYN-DY-2,Postmonsoon,TH,247.17,200,2,0.038462,123.585,4.7533
SYN-DY-2,Postmonsoon,Alkalinity,88.93,200,2,0.038462,44.465,1.7102
SYN-DY-2,Postmonsoon,Ca,72.39,75,2,0.038462,96.52,3.7123
SYN-DY-2,Postmonsoon,Mg,8.64,30,2,0.038462,28.8,1.1077
SYN-DY-2,Postmonsoon,Na,24.11,200,3,0.057692,12.055,0.6955
SYN-DY-2,Postmonsoon,K,8.23,12,2,0.038462,68.5833,2.6378
SYN-DY-2,Postmonsoon,Iron,0.323,0.3,4,0.076923,107.6667,8.2821
SYN-DY-2,Postmonsoon,HCO3,127.61,300,1,0.019231,42.5367,0.818
SYN-DY-2,Postmonsoon,Cl,75.61,250,3,0.057692,30.244,1.7448
SYN-DY-2,Postmonsoon,SO4,13.36,200,4,0.076923,6.68,0.5138
SYN-DY-2,Postmonsoon,NO3,27.14,45,5,0.096154,60.3111,5.7991
SYN-DY-2,Postmonsoon,F,0.296,1.0,5,0.096154,29.6,2.8462
SYN-DY-2,Postmonsoon,DO,6.03,6.0,4,0.076923,100.5,7.7308
SYN-DY-2,Postmonsoon,--- WQI_TOTAL ---,,,,,,61.2159
SYN-DY-3,Postmonsoon,pH,6.48,8.5,4,0.076923,76.2353,5.8643
SYN-DY-3,Postmonsoon,EC,516.38,750,4,0.076923,68.8507,5.2962
SYN-DY-3,Postmonsoon,TDS,241.61,500,5,0.096154,48.322,4.6463
SYN-DY-3,Postmonsoon,TH,155.8,200,2,0.038462,77.9,2.9962
SYN-DY-3,Postmonsoon,Alkalinity,84.93,200,2,0.038462,42.465,1.6333
SYN-DY-3,Postmonsoon,Ca,5.0,75,2,0.038462,6.6667,0.2564
SYN-DY-3,Postmonsoon,Mg,21.24,30,2,0.038462,70.8,2.7231
SYN-DY-3,Postmonsoon,Na,23.32,200,3,0.057692,11.66,0.6727
SYN-DY-3,Postmonsoon,K,12.2,12,2,0.038462,101.6667,3.9103
SYN-DY-3,Postmonsoon,Iron,0.359,0.3,4,0.076923,119.6667,9.2051
SYN-DY-3,Postmonsoon,HCO3,50.97,300,1,0.019231,16.99,0.3267
SYN-DY-3,Postmonsoon,Cl,71.08,250,3,0.057692,28.432,1.6403
SYN-DY-3,Postmonsoon,SO4,29.71,200,4,0.076923,14.855,1.1427
SYN-DY-3,Postmonsoon,NO3,27.29,45,5,0.096154,60.6444,5.8312
SYN-DY-3,Postmonsoon,F,0.165,1.0,5,0.096154,16.5,1.5865
SYN-DY-3,Postmonsoon,DO,5.66,6.0,4,0.076923,94.3333,7.2564
SYN-DY-3,Postmonsoon,--- WQI_TOTAL ---,,,,,,54.9877
SYN-DY-4,Postmonsoon,pH,6.09,8.5,4,0.076923,71.6471,5.5113
SYN-DY-4,Postmonsoon,EC,409.46,750,4,0.076923,54.5947,4.1996
SYN-DY-4,Postmonsoon,TDS,317.88,500,5,0.096154,63.576,6.1131
SYN-DY-4,Postmonsoon,TH,279.78,200,2,0.038462,139.89,5.3804
SYN-DY-4,Postmonsoon,Alkalinity,124.78,200,2,0.038462,62.39,2.3996
SYN-DY-4,Postmonsoon,Ca,11.07,75,2,0.038462,14.76,0.5677
SYN-DY-4,Postmonsoon,Mg,8.08,30,2,0.038462,26.9333,1.0359
SYN-DY-4,Postmonsoon,Na,28.03,200,3,0.057692,14.015,0.8086
SYN-DY-4,Postmonsoon,K,7.23,12,2,0.038462,60.25,2.3173
SYN-DY-4,Postmonsoon,Iron,0.235,0.3,4,0.076923,78.3333,6.0256
SYN-DY-4,Postmonsoon,HCO3,15.43,300,1,0.019231,5.1433,0.0989
SYN-DY-4,Postmonsoon,Cl,116.3,250,3,0.057692,46.52,2.6838
SYN-DY-4,Postmonsoon,SO4,17.24,200,4,0.076923,8.62,0.6631
SYN-DY-4,Postmonsoon,NO3,25.08,45,5,0.096154,55.7333,5.359
SYN-DY-4,Postmonsoon,F,0.078,1.0,5,0.096154,7.8,0.75
SYN-DY-4,Postmonsoon,DO,5.8,6.0,4,0.076923,96.6667,7.4359
SYN-DY-4,Postmonsoon,--- WQI_TOTAL ---,,,,,,51.3498
SYN-DY-5,Postmonsoon,pH,6.21,8.5,4,0.076923,73.0588,5.6199
SYN-DY-5,Postmonsoon,EC,498.43,750,4,0.076923,66.4573,5.1121
SYN-DY-5,Postmonsoon,TDS,289.27,500,5,0.096154,57.854,5.5629
SYN-DY-5,Postmonsoon,TH,183.88,200,2,0.038462,91.94,3.5362
SYN-DY-5,Postmonsoon,Alkalinity,49.71,200,2,0.038462,24.855,0.956
SYN-DY-5,Postmonsoon,Ca,35.23,75,2,0.038462,46.9733,1.8067
SYN-DY-5,Postmonsoon,Mg,15.62,30,2,0.038462,52.0667,2.0026
SYN-DY-5,Postmonsoon,Na,39.66,200,3,0.057692,19.83,1.144
SYN-DY-5,Postmonsoon,K,14.65,12,2,0.038462,122.0833,4.6955
SYN-DY-5,Postmonsoon,Iron,0.01,0.3,4,0.076923,3.3333,0.2564
SYN-DY-5,Postmonsoon,HCO3,10.0,300,1,0.019231,3.3333,0.0641
SYN-DY-5,Postmonsoon,Cl,124.22,250,3,0.057692,49.688,2.8666
SYN-DY-5,Postmonsoon,SO4,23.23,200,4,0.076923,11.615,0.8935
SYN-DY-5,Postmonsoon,NO3,42.19,45,5,0.096154,93.7556,9.015
SYN-DY-5,Postmonsoon,F,0.123,1.0,5,0.096154,12.3,1.1827
SYN-DY-5,Postmonsoon,DO,5.16,6.0,4,0.076923,86.0,6.6154
SYN-DY-5,Postmonsoon,--- WQI_TOTAL ---,,,,,,51.3294
SYN-X1,Postmonsoon,pH,6.16,8.5,4,0.076923,72.4706,5.5747
SYN-X1,Postmonsoon,EC,598.05,750,4,0.076923,79.74,6.1338
SYN-X1,Postmonsoon,TDS,355.4,500,5,0.096154,71.08,6.8346
SYN-X1,Postmonsoon,TH,279.26,200,2,0.038462,139.63,5.3704
SYN-X1,Postmonsoon,Alkalinity,55.2,200,2,0.038462,27.6,1.0615
SYN-X1,Postmonsoon,Ca,72.69,75,2,0.038462,96.92,3.7277
SYN-X1,Postmonsoon,Mg,19.15,30,2,0.038462,63.8333,2.4551
SYN-X1,Postmonsoon,Na,29.47,200,3,0.057692,14.735,0.8501
SYN-X1,Postmonsoon,K,16.18,12,2,0.038462,134.8333,5.1859
SYN-X1,Postmonsoon,Iron,0.263,0.3,4,0.076923,87.6667,6.7436
SYN-X1,Postmonsoon,HCO3,91.85,300,1,0.019231,30.6167,0.5888
SYN-X1,Postmonsoon,Cl,113.56,250,3,0.057692,45.424,2.6206
SYN-X1,Postmonsoon,SO4,24.21,200,4,0.076923,12.105,0.9312
SYN-X1,Postmonsoon,NO3,10.0,45,5,0.096154,22.2222,2.1368
SYN-X1,Postmonsoon,F,0.081,1.0,5,0.096154,8.1,0.7788
SYN-X1,Postmonsoon,DO,5.54,6.0,4,0.076923,92.3333,7.1026
SYN-X1,Postmonsoon,--- WQI_TOTAL ---,,,,,,58.0962
SYN-X2,Postmonsoon,pH,5.69,8.5,4,0.076923,66.9412,5.1493
SYN-X2,Postmonsoon,EC,572.41,750,4,0.076923,76.3213,5.8709
SYN-X2,Postmonsoon,TDS,321.36,500,5,0.096154,64.272,6.18
SYN-X2,Postmonsoon,TH,27.18,200,2,0.038462,13.59,0.5227
SYN-X2,Postmonsoon,Alkalinity,13.02,200,2,0.038462,6.51,0.2504
SYN-X2,Postmonsoon,Ca,34.16,75,2,0.038462,45.5467,1.7518
SYN-X2,Postmonsoon,Mg,1.0,30,2,0.038462,3.3333,0.1282
SYN-X2,Postmonsoon,Na,36.63,200,3,0.057692,18.315,1.0566
SYN-X2,Postmonsoon,K,9.08,12,2,0.038462,75.6667,2.9103
SYN-X2,Postmonsoon,Iron,0.721,0.3,4,0.076923,240.3333,18.4872
SYN-X2,Postmonsoon,HCO3,42.54,300,1,0.019231,14.18,0.2727
SYN-X2,Postmonsoon,Cl,39.81,250,3,0.057692,15.924,0.9187
SYN-X2,Postmonsoon,SO4,36.78,200,4,0.076923,18.39,1.4146
SYN-X2,Postmonsoon,NO3,63.27,45,5,0.096154,140.6,13.5192
SYN-X2,Postmonsoon,F,0.044,1.0,5,0.096154,4.4,0.4231
SYN-X2,Postmonsoon,DO,4.06,6.0,4,0.076923,67.6667,5.2051
SYN-X2,Postmonsoon,--- WQI_TOTAL ---,,,,,,64.0608
SYN-X3,Postmonsoon,pH,5.81,8.5,4,0.076923,68.3529,5.2579
SYN-X3,Postmonsoon,EC,505.23,750,4,0.076923,67.364,5.1818
SYN-X3,Postmonsoon,TDS,364.88,500,5,0.096154,72.976,7.0169
SYN-X3,Postmonsoon,TH,275.28,200,2,0.038462,137.64,5.2938
SYN-X3,Postmonsoon,Alkalinity,75.5,200,2,0.038462,37.75,1.4519
SYN-X3,Postmonsoon,Ca,52.24,75,2,0.038462,69.6533,2.679
SYN-X3,Postmonsoon,Mg,2.25,30,2,0.038462,7.5,0.2885
SYN-X3,Postmonsoon,Na,25.33,200,3,0.057692,12.665,0.7307
SYN-X3,Postmonsoon,K,8.65,12,2,0.038462,72.0833,2.7724
SYN-X3,Postmonsoon,Iron,0.168,0.3,4,0.076923,56.0,4.3077
SYN-X3,Postmonsoon,HCO3,28.18,300,1,0.019231,9.3933,0.1806
SYN-X3,Postmonsoon,Cl,141.18,250,3,0.057692,56.472,3.258
SYN-X3,Postmonsoon,SO4,20.1,200,4,0.076923,10.05,0.7731
SYN-X3,Postmonsoon,NO3,75.72,45,5,0.096154,168.2667,16.1795
SYN-X3,Postmonsoon,F,0.109,1.0,5,0.096154,10.9,1.0481
SYN-X3,Postmonsoon,DO,5.63,6.0,4,0.076923,93.8333,7.2179
SYN-X3,Postmonsoon,--- WQI_TOTAL ---,,,,,,63.6379
SYN-X4,Postmonsoon,pH,5.21,8.5,4,0.076923,61.2941,4.7149
SYN-X4,Postmonsoon,EC,374.79,750,4,0.076923,49.972,3.844
SYN-X4,Postmonsoon,TDS,224.85,500,5,0.096154,44.97,4.324
SYN-X4,Postmonsoon,TH,135.29,200,2,0.038462,67.645,2.6017
SYN-X4,Postmonsoon,Alkalinity,10.0,200,2,0.038462,5.0,0.1923
SYN-X4,Postmonsoon,Ca,33.01,75,2,0.038462,44.0133,1.6928
SYN-X4,Postmonsoon,Mg,11.91,30,2,0.038462,39.7,1.5269
SYN-X4,Postmonsoon,Na,9.86,200,3,0.057692,4.93,0.2844
SYN-X4,Postmonsoon,K,4.01,12,2,0.038462,33.4167,1.2853
SYN-X4,Postmonsoon,Iron,0.479,0.3,4,0.076923,159.6667,12.2821
SYN-X4,Postmonsoon,HCO3,84.19,300,1,0.019231,28.0633,0.5397
SYN-X4,Postmonsoon,Cl,69.24,250,3,0.057692,27.696,1.5978
SYN-X4,Postmonsoon,SO4,1.0,200,4,0.076923,0.5,0.0385
SYN-X4,Postmonsoon,NO3,0.5,45,5,0.096154,1.1111,0.1068
SYN-X4,Postmonsoon,F,0.01,1.0,5,0.096154,1.0,0.0962
SYN-X4,Postmonsoon,DO,8.46,6.0,4,0.076923,141.0,10.8462
SYN-X4,Postmonsoon,--- WQI_TOTAL ---,,,,,,45.9736
SYN-X5,Postmonsoon,pH,5.12,8.5,4,0.076923,60.2353,4.6335
SYN-X5,Postmonsoon,EC,329.19,750,4,0.076923,43.892,3.3763
SYN-X5,Postmonsoon,TDS,153.84,500,5,0.096154,30.768,2.9585
SYN-X5,Postmonsoon,TH,74.03,200,2,0.038462,37.015,1.4237
SYN-X5,Postmonsoon,Alkalinity,44.36,200,2,0.038462,22.18,0.8531
SYN-X5,Postmonsoon,Ca,18.31,75,2,0.038462,24.4133,0.939
SYN-X5,Postmonsoon,Mg,1.0,30,2,0.038462,3.3333,0.1282
SYN-X5,Postmonsoon,Na,27.59,200,3,0.057692,13.795,0.7959
SYN-X5,Postmonsoon,K,5.08,12,2,0.038462,42.3333,1.6282
SYN-X5,Postmonsoon,Iron,0.316,0.3,4,0.076923,105.3333,8.1026
SYN-X5,Postmonsoon,HCO3,17.68,300,1,0.019231,5.8933,0.1133
SYN-X5,Postmonsoon,Cl,23.73,250,3,0.057692,9.492,0.5476
SYN-X5,Postmonsoon,SO4,13.73,200,4,0.076923,6.865,0.5281
SYN-X5,Postmonsoon,NO3,44.01,45,5,0.096154,97.8,9.4038
SYN-X5,Postmonsoon,F,0.231,1.0,5,0.096154,23.1,2.2212
SYN-X5,Postmonsoon,DO,5.78,6.0,4,0.076923,96.3333,7.4103
SYN-X5,Postmonsoon,--- WQI_TOTAL ---,,,,,,45.0631
SYN-X6,Postmonsoon,pH,6.01,8.5,4,0.076923,70.7059,5.4389
SYN-X6,Postmonsoon,EC,554.54,750,4,0.076923,73.9387,5.6876
SYN-X6,Postmonsoon,TDS,324.97,500,5,0.096154,64.994,6.2494
SYN-X6,Postmonsoon,TH,133.54,200,2,0.038462,66.77,2.5681
SYN-X6,Postmonsoon,Alkalinity,85.78,200,2,0.038462,42.89,1.6496
SYN-X6,Postmonsoon,Ca,41.2,75,2,0.038462,54.9333,2.1128
SYN-X6,Postmonsoon,Mg,14.78,30,2,0.038462,49.2667,1.8949
SYN-X6,Postmonsoon,Na,18.4,200,3,0.057692,9.2,0.5308
SYN-X6,Postmonsoon,K,15.17,12,2,0.038462,126.4167,4.8622
SYN-X6,Postmonsoon,Iron,0.145,0.3,4,0.076923,48.3333,3.7179
SYN-X6,Postmonsoon,HCO3,16.44,300,1,0.019231,5.48,0.1054
SYN-X6,Postmonsoon,Cl,94.61,250,3,0.057692,37.844,2.1833
SYN-X6,Postmonsoon,SO4,37.66,200,4,0.076923,18.83,1.4485
SYN-X6,Postmonsoon,NO3,67.38,45,5,0.096154,149.7333,14.3974
SYN-X6,Postmonsoon,F,0.179,1.0,5,0.096154,17.9,1.7212
SYN-X6,Postmonsoon,DO,7.39,6.0,4,0.076923,123.1667,9.4744
SYN-X6,Postmonsoon,--- WQI_TOTAL ---,,,,,,64.0423
SYN-X7,Postmonsoon,pH,6.05,8.5,4,0.076923,71.1765,5.4751
SYN-X7,Postmonsoon,EC,508.27,750,4,0.076923,67.7693,5.213
SYN-X7,Postmonsoon,TDS,363.95,500,5,0.096154,72.79,6.999
SYN-X7,Postmonsoon,TH,168.62,200,2,0.038462,84.31,3.2427
SYN-X7,Postmonsoon,Alkalinity,10.0,200,2,0.038462,5.0,0.1923
SYN-X7,Postmonsoon,Ca,26.5,75,2,0.038462,35.3333,1.359
SYN-X7,Postmonsoon,Mg,9.96,30,2,0.038462,33.2,1.2769
SYN-X7,Postmonsoon,Na,23.88,200,3,0.057692,11.94,0.6888
SYN-X7,Postmonsoon,K,4.05,12,2,0.038462,33.75,1.2981
SYN-X7,Postmonsoon,Iron,0.311,0.3,4,0.076923,103.6667,7.9744
SYN-X7,Postmonsoon,HCO3,99.8,300,1,0.019231,33.2667,0.6397
SYN-X7,Postmonsoon,Cl,51.0,250,3,0.057692,20.4,1.1769
SYN-X7,Postmonsoon,SO4,36.05,200,4,0.076923,18.025,1.3865
SYN-X7,Postmonsoon,NO3,39.02,45,5,0.096154,86.7111,8.3376
SYN-X7,Postmonsoon,F,0.092,1.0,5,0.096154,9.2,0.8846
SYN-X7,Postmonsoon,DO,3.99,6.0,4,0.076923,66.5,5.1154
SYN-X7,Postmonsoon,--- WQI_TOTAL ---,,,,,,51.2602
SYN-X8,Postmonsoon,pH,5.67,8.5,4,0.076923,66.7059,5.1312
SYN-X8,Postmonsoon,EC,572.6,750,4,0.076923,76.3467,5.8728
SYN-X8,Postmonsoon,TDS,338.24,500,5,0.096154,67.648,6.5046
SYN-X8,Postmonsoon,TH,269.49,200,2,0.038462,134.745,5.1825
SYN-X8,Postmonsoon,Alkalinity,38.43,200,2,0.038462,19.215,0.739
SYN-X8,Postmonsoon,Ca,67.74,75,2,0.038462,90.32,3.4738
SYN-X8,Postmonsoon,Mg,16.5,30,2,0.038462,55.0,2.1154
SYN-X8,Postmonsoon,Na,19.06,200,3,0.057692,9.53,0.5498
SYN-X8,Postmonsoon,K,10.09,12,2,0.038462,84.0833,3.234
SYN-X8,Postmonsoon,Iron,0.485,0.3,4,0.076923,161.6667,12.4359
SYN-X8,Postmonsoon,HCO3,132.74,300,1,0.019231,44.2467,0.8509
